String ID,Dev Notes / Context,Character Limit,Text
Skop long handguard,Weapon Mods,64,Garde-main longue Skop
Boulder attachment rail,Weapon Mods,64,Rail de fixation Boulder
NB5 standard handguard,Weapon Mods,64,Garde-main standard NB5
N1o archangel stock,Weapon Mods,64,Crosse archange N1o
EC 101,Weapons,64,EC 101
Santa EC 74,Weapons,64,Santa EC 74
NB5,Weapons,64,NB5
EDL,Weapons,64,EDL
FRD,Weapons,64,FRD
BBsH 41,Weapons,64,BBsH 41
N4o1,Weapons,64,N4o1
Wintar BK,Weapons,64,Wintar BK
ECM,Weapons,64,ECM
Skop L,Weapons,64,Skop L
G 76,Weapons,64,G 76
Tus 34,Weapons,64,Tus 34
Marauder 700 Modern,Weapons,64,Marauder 700 Moderne
Nozin Makant,Weapons,64,Nozin Makant
Sha-12,Weapons,64,Sha-12
Stas 12,Weapons,64,Stas 12
BB 19 MOOSE,Weapons,64,BB 19 MOOSE
Grusa 4,Weapons,64,Grusa 4
VRIZZ Sector .45 acp,Weapons,64,VRIZZ Sector .45 acp
EC 74,Weapons,64,EC 74
Sawed off double shotgun,Weapons,64,Fusil à canon scié double
MP 133,Weapons,64,MP 133
Fanaz,Weapons,64,Fanaz
STV-40,Weapons,64,STV-40
Boulder,Weapons,64,Boulder
PN Pokarov,Weapons,64,PN Pokarov
ETS,Weapons,64,ETS
Spyder,Weapons,64,Spyder
F90,Weapons,64,F90
Vlok 17,Weapons,64,Vlok 17
PP Kokarev,Weapons,64,PP Kokarev
PRK 16,Weapons,64,PRK 16
NB 153,Weapons,64,NB 153
ATV-40,Weapons,64,ATV-40
VS-98,Weapons,64,VS-98
BB 91 KERR,Weapons,64,BB 91 KERR
N1o,Weapons,64,N1o
VRIZZ Sector 9x19mm,Weapons,64,VRIZZ Sector 9x19mm
EC 74U,Weapons,64,EC 74U
Skop H,Weapons,64,Skop H
RP 57,Weapons,64,RP 57
Batko MKM,Weapons,64,Batko MKM
Marauder 700,Weapons,64,Marauder 700
NC 47 CHIMERA,Weapons,64,NC 47 CHIMERA
ZZ VEL,Weapons,64,ZZ VEL
MKM,Weapons,64,MKM
Grusa 1,Weapons,64,Grusa 1
VNP,Weapons,64,VNP
12.7x55mm BP round,Ammo Types,64,"Ballon BP 12,7x55mm"
12.7x55mm HP round,Ammo Types,64,"Ballon HP 12,7x55mm"
12.7x55mm PS round,Ammo Types,64,"Ballon PS 12,7x55mm"
12x70mm BUCKSHOT,Ammo Types,64,12x70mm BUCKSHOT
12x70mm SLUG,Ammo Types,64,12x70mm SLUG
12x70mm AP SLUG,Ammo Types,64,12x70mm AP SLUG
.357 magnum,Ammo Types,64,.357 magnum
.45 acp,Ammo Types,64,.45 acp
.45 acp AP,Ammo Types,64,.45 acp AP
.45 acp Subsonic,Ammo Types,64,.45 acp Subsonique
5.45x39mm PS,Ammo Types,64,"5,45x39mm PS"
5.45x39mm BT,Ammo Types,64,"5,45x39mm BT"
5.45x39mm HP,Ammo Types,64,"5,45x39mm HP"
5.45x39mm Subsonic,Ammo Types,64,"5,45x39mm Subsonique"
5.56x45mm M855,Ammo Types,64,"5,56x45mm M855"
5.56x45mm HP,Ammo Types,64,"5,56x45mm HP"
5.56x45mm M995,Ammo Types,64,"5,56x45mm M995"
5.56x45mm Subsonic,Ammo Types,64,"5,56x45mm Subsonique"
5.7x28mm R37,Ammo Types,64,"5,7x28mm R37"
5.7x28mm SS190,Ammo Types,64,"5,7x28mm SS190"
5.7x28mm Subsonic,Ammo Types,64,"5,7x28mm Subsonique"
7.62x25mm FMJ,Ammo Types,64,"7,62x25mm FMJ"
7.62x25mm PST,Ammo Types,64,"7,62x25mm PST"
7.62x39mm PS,Ammo Types,64,"7,62x39mm PS"
7.62x39mm BP,Ammo Types,64,"7,62x39mm BP"
7.62x39mm HP,Ammo Types,64,"7,62x39mm HP"
7.62x39mm Subsonic,Ammo Types,64,"7,62x39mm Subsonique"
7.62x51mm M80,Ammo Types,64,"7,62x51mm M80"
7.62x51mm FMJ,Ammo Types,64,"7,62x51mm FMJ"
7.62x51mm M61,Ammo Types,64,"7,62x51mm M61"
7.62x54R mm PS,Ammo Types,64,"7,62x54R mm PS"
7.62x54Rmm SNB,Ammo Types,64,"7,62x54Rmm SNB"
9x18mm PS,Ammo Types,64,9x18mm PS
9x18mm PBM,Ammo Types,64,9x18mm PBM
9x19mm PSO,Ammo Types,64,9x19mm PSO
9x19mm AP,Ammo Types,64,9x19mm AP
9x19mm Subsonic,Ammo Types,64,9x19mm Subsonique
9x39mm SP-5,Ammo Types,64,9x39mm SP-5
9x39mm BP,Ammo Types,64,9x39mm BP
Arman suit,Armor,64,Combinaison Arman
Bandit Leather armor,Armor,64,Armure en cuir Bandit
Bandit 3FBBY armor,Armor,64,Armure Bandit 3FBBY
Bulletproof vest,Armor,64,Gilet pare-balles
Military AFZ-0,Armor,64,Militaire AFZ-0
Military AFZ-1,Armor,64,Militaire AFZ-1
Military AFZ-2,Armor,64,Militaire AFZ-2
Military AFZ-3,Armor,64,Militaire AFZ-3
Military Cyclops suit,Armor,64,Combinaison militaire Cyclops
Crimson CPR-0,Armor,64,Crimson CPR-0
Crimson CPR-1,Armor,64,Crimson CPR-1
Crimson CPR-2,Armor,64,Crimson CPR-2
Crimson CPR-3,Armor,64,Crimson CPR-3
Crimson Cyclops suit,Armor,64,Combinaison Crimson Cyclops
Hunter armor,Armor,64,Armure de chasseur
Kibba armour,Armor,64,Armure Kibba
Standard XTU-0,Armor,64,Standard XTU-0
Standard XTU-1,Armor,64,Standard XTU-1
Standard XTU-2,Armor,64,XTU-2 standard
Standard XTU-3,Armor,64,XTU-3 standard
Standard Cyclops suit,Armor,64,Combinaison Cyclope standard
00PZCX armor,Armor,64,Armure 00PZCX
20PZCX armor,Armor,64,Armure 20PZCX
99PZCX armor,Armor,64,Armure 99PZCX
santa claus costume,Armor,64,Costume Père Noël
Standard armor CP-00,Armor,64,Armure standard CP-00
Police armor,Armor,64,Armure de police
Pumpkin armor,Armor,64,Armure de citrouille
Scientist F00K-0,Armor,64,Scientifique F00K-0
Scientist F00K-1,Armor,64,Scientifique F00K-1
Scientist F00K-2,Armor,64,Scientifique F00K-2
SEVA Suit,Armor,64,Combinaison SEVA
Armor ???,Armor,64,Armure ???
??? Cyclops suit,Armor,64,??? Combinaison Cyclope
Storage kit,Storage,64,Kit de rangement
Book cardio,Books,64,Livre cardio
Read this to gain 1 point in cardio,Books,128,Lisez ceci pour gagner 1 point en cardio
Book charisma,Books,64,Livre charisme
Read this book to gain 1 point in charisma,Books,128,Lisez ce livre pour gagner 1 point en charisme
Book cooking,Books,64,Livre cuisine
Read this book to gain 1 point in cooking,Books,128,Lisez ce livre pour gagner 1 point en cuisine
Read this book,Books,128,Lisez ce livre
Book gunsmith,Books,64,Livre armurier
Read this book to gain 1 point in gunsmith,Books,128,Lisez ce livre pour gagner 1 point en armurier
Basic gunsmith book,Books,64,Livre armurier basique
Read this book to learn new barter and crafting options,Books,128,Lisez ce livre pour apprendre de nouvelles options de troc et d'artisanat
Advanced gunsmith book,Books,64,Livre armurier avancé
Read this book to learn new barter and crafting options,Books,128,Lisez ce livre pour apprendre de nouvelles options de troc et d'artisanat
Book medicine,Books,64,Livre médecine
Read this book to gain 1 point in medicine,Books,128,Lisez ce livre pour gagner 1 point en médecine
Book shooting,Books,64,Livre tir
Read this book to gain 1 point in shooting,Books,128,Lisez ce livre pour gagner 1 point en tir
Book style,Books,64,Livre style
Read this to gain 1 point in style,Books,128,Lisez ceci pour gagner 1 point en style
Respec Book cardio,Books,64,Respec Livre cardio
Read this book to change your specialisation.\nYou will lose all acquired specialisation points.,Books,128,Lisez ce livre pour changer de spécialisation.\nVous perdrez tous les points de spécialisation acquis.
Respec Book charisma,Books,64,Respec Livre charisme
Respec Book cooking,Books,64,Respec Livre cuisine
Respec Book gunsmith,Books,64,Respec Livre armurier
Respec Book medicine,Books,64,Respec Livre médecine
Respec Book shooting,Books,64,Respec Livre tir
Respec Book style,Books,64,Style de livre de re spécification
9x18,Bullet Calibers,16,9x18
9x19,Bullet Calibers,16,9x19
5.7x28,Bullet Calibers,16,"5,7x28"
.45 ,Bullet Calibers,16,.45é
7.62x25,Bullet Calibers,16,"7,62x25"
.357 Magnum,Bullet Calibers,16,.357 Magnum
7.62x51,Bullet Calibers,16,"7,62x51"
7.62x54R,Bullet Calibers,16,"7,62x54R"
5.45x39,Bullet Calibers,16,"5,45x39"
7.62x39,Bullet Calibers,16,"7,62x39"
5.56x45,Bullet Calibers,16,"5,56x45"
12.7x55,Bullet Calibers,16,"12,7x55"
12x70,Bullet Calibers,16,12x70
9x39,Bullet Calibers,16,9x39
Air drop,Chests,64,Largage aérien
Santa air drop,Chests,64,Largage aérien du Père Noël
Anomaly Electric,Chests,64,Anomalie électrique
Anomaly Fire,Chests,64,Anomalie feu
Armor,Chests,64,Armure
attachment box,Chests,64,boîte d'accessoires
ammo,Chests,64,munitions
base upgrade box,Chests,64,boîte d'amélioration de base
book box,Chests,64,boîte de livre
cash register,Chests,64,caisse enregistreuse
Chemical crystal,Chests,64,Cristal chimique
common weapon all,Chests,64,arme commune toutes
crimson corp. scientist,Chests,64,Crimson Corp. scientifique
crimson soldier,Chests,64,soldat Crimson
dead abitant,Chests,64,habitant mort
dead loner,Chests,64,solitaire mort
dead scientist,Chests,64,scientifique mort
devourer,Chests,64,dévoreur
Electric crystal,Chests,64,cristal électrique
electronic box,Chests,64,Boîte électronique
Equipment chest,Chests,64,coffre à équipement
fire crystal,Chests,64,cristal de feu
Flight recorder,Chests,64,enregistreur de vol
forge,Chests,64,forge
garden,Chests,64,jardin
green army soldier,Chests,64,soldat de l'armée verte
grigoriy memorial,Chests,64,mémorial de Grigoriy
items collected by igor,Chests,64,objets collectés par Igor
lead scientist,Chests,64,scientifique principal
library,Chests,64,bibliothèque
marat loginov,Chests,64,marat loginov
mercenary,Chests,64,mercenaire
mr. junk's treasure,Chests,64,m. trésor de Junk
mutated plant,Chests,64,plante mutante
novice bandit,Chests,64,bandit novice
pc,Chests,64,PC
pistol,Chests,64,pistolet
Rifle,Chests,64,Fusil
rifle,Chests,64,fusil
scavenger,Chests,64,charognard
secret chest,Chests,64,coffre secret
secret safe,Chests,64,coffre-fort secret
smg,Chests,64,smg
sniper,Chests,64,sniper
Spider,Chests,64,araignée
strange machinery,Chests,64,machinerie étrange
supermarket shelves,Chests,64,étagères de supermarché
unknown bag,Chests,64,sac inconnu
watcher,Chests,64,observateur
weapon box mod,Chests,64,mod de boîte d'armes
weapon box mod ak,Chests,64,mod de boîte d'armes ak
Weapon box tier I,Chests,64,Boîte d'armes de niveau I
Weapon box tier II,Chests,64,Boîte d'armes de niveau II
Weapon box tier III,Chests,64,Boîte d'armes de niveau III
Wood crate,Chests,64,Caisse en bois
your stash,Chests,64,votre réserve
yuli antonov,Chests,64,yuli antonov
AAA battery,Barter,72,pile AAA
alcohol,Barter,72,alcool
Big's tooth,Barter,72,dent de Big
blink's claw,Barter,72,griffe de Blink
Blue gunpowder,Barter,72,poudre à canon bleue
Boar pelt,Barter,72,peau de sanglier
boar tusk,Barter,72,défense de sanglier
Bolt cutter,Barter,72,coupe-boulon
Briefcase,Barter,72,mallette
Bug spray,Barter,72,insectifuge
Bulb,Barter,72,ampoule
car battery,Barter,72,batterie de voiture
CCTV camera,Barter,72,caméra de vidéosurveillance
charcoal,Barter,72,charbon de bois
Coffee,Barter,72,café
Concrete box,Barter,72,Boîte en béton
Cooking pot,Barter,72,marmite
Copper wire,Barter,72,fil de cuivre
CPU,Barter,72,unité centrale
devourer meat,Barter,72,viande de dévoreur
Drill,Barter,72,perceuse
duct tape,Barter,72,ruban adhésif
Dumbell,Barter,72,haltère
DVD drive,Barter,72,lecteur de DVD
dynamite,Barter,72,dynamite
Electric motor,Barter,72,moteur électrique
Engine Oil,Barter,72,moteur Huile
Fan,Barter,72,éventail
Fork,Barter,72,Fourchette
Fragrance,Barter,72,Parfum
Gamestation,Barter,72,Station de jeux
ghoul's tentacle,Barter,72,tentacule de goule
gm counter,Barter,72,compteur gm
Gold Wristwatch,Barter,72,Montre-bracelet en or
Golden Bracelet,Barter,72,Bracelet en or
Golden crucifix,Barter,72,Crucifix en or
Golden Necklace,Barter,72,Collier en or
Golden zippo,Barter,72,Zippo en or
GPS Marker,Barter,72,Marqueur GPS
Green gunpowder,Barter,72,Poudre à canon verte
Grigoriy's ring,Barter,72,Bague de Grigoriy
Hair dryer,Barter,72,Sèche-cheveux
Hammer,Barter,72,Marteau
Hard disk,Barter,72,Disque dur
High quality toilet paper,Barter,72,Papier hygiénique de haute qualité
Hose,Barter,72,Tuyau
hydrogen peroxide,Barter,72,Peroxyde d’hydrogéné
Knife,Barter,72,Couteau
Lab documents,Barter,72,Documents de laboratoire
Lighter,Barter,72,Briquet
Lights kit,Barter,72,Kit d'éclairage
Lost backpack found in the forest,Barter,72,Sac à dos perdu trouvé dans la forêt
Lost backpack found in the industrial area,Barter,72,Sac à dos perdu trouvé dans la zone industrielle
lost backpack found in the makeshift camp,Barter,72,Sac à dos perdu trouvé dans le camp de fortune
Lost backpack found in the swamp,Barter,72,Sac à dos perdu trouvé dans le marais
Lost document found in the forest,Barter,72,Document perdu trouvé dans la forêt
lost document found in the industrial area,Barter,72,Document perdu trouvé dans la zone industrielle
lost document found in the makeshift camp,Barter,72,Document perdu trouvé dans le camp de fortune
Lost document found in the swamp,Barter,72,Document perdu trouvé dans le marais
Matches,Barter,72,Allumettes
Metal pipe,Barter,72,Tuyau métallique
Military circuit,Barter,72,Circuit militaire
Multi-plug,Barter,72,Multiprise
Nail,Barter,72,Clou
Orange gunpowder,Barter,72,Poudre à canon orange
papers,Barter,72,Papiers
Pelt,Barter,72,Peau
Pepper,Barter,72,Poivre
pillow,Barter,72,oreiller
Pliers,Barter,72,Pinces
Portable console,Barter,72,Console portable
Power bank,Barter,72,Banque d'alimentation
Power outlet,Barter,72,Prise de courant
Propane tank,Barter,72,Réservoir de propane
Rabbit pelt,Barter,72,Lapin fourrure
rags,Barter,72,chiffons
RAM,Barter,72,RAM
Red gunpowder,Barter,72,poudre rouge
Relay,Barter,72,relais
repair kit for radio tower,Barter,72,kit de réparation pour la tour radio
Rope,Barter,72,corde
Roubles,Barter,72,roubles
Ruined Laboratory entrance key,Barter,72,clé d'entrée du laboratoire en ruine
Salt,Barter,72,sel
scientiest's analyzer,Barter,72,analyseur de scientifique
Scientific analyzer,Barter,72,analyseur scientifique
scrap ammo,Barter,72,munitions de récupération
scrap food,Barter,72,nourriture de récupération
scrap material,Barter,72,matériel de récupération
scrap medicine,Barter,72,médicaments de récupération
scrap weapon,Barter,72,arme de récupération
Screw nut,Barter,72,écrou de vis
screwdriver,Barter,72,tournevis
secret documents,Barter,72,documents secrets
Secret mail,Barter,72,courrier secret
shampoo,Barter,72,shampoing
Silver Bracelet,Barter,72,bracelet en argent
Smartphone,Barter,72,smartphone
Soap,Barter,72,savon
spark plug,Barter,72,bougie d'allumage
spider eye,Barter,72,Œi d'araignée
Spider Web,Barter,72,toile d'araignée
Spoon,Barter,72,cuillère
SSD drive,Barter,72,lecteur SSD
Strange flesh sample,Barter,72,échantillon de chair étrange
Surgical scissors,Barter,72,ciseaux chirurgicaux
Syringe,Barter,72,seringue
Tape measure,Barter,72,mètre ruban
Tea bag,Barter,72,sachet de thé
Toilet paper,Barter,72,papier hygiénique
Transmitter,Barter,72,émetteur
Usb,Barter,72,usb
USB drive found in the sawmill,Barter,72,clé USB trouvée dans la scierie
Vlasov's Dogtag,Barter,72,plaque d'identification de Vlasov
Vlasov's eyes,Barter,72,yeux de Vlasov
Wheel,Barter,72,roue
White paint,Barter,72,peinture blanche
Wires,Barter,72,fils
Radio,Barter,72,radio
Wolf pelt,Barter,72,peau de loup
Wrench,Barter,72,clé
Wristwatch,Barter,72,montre-bracelet
Zippo lighter,Barter,72,briquet Zippo
zombie skin,Barter,72,peau de zombie
Analyzer found near a big fire anomaly,Barter,72,analyseur trouvé près d'un grand feu anomalie
boar meat,Consumable,64,viande de sanglier
boiled egg,Consumable,64,Œuf à la coque
bottle of rotten water,Consumable,64,bouteille d'eau pourrie
bottle of water,Consumable,64,bouteille d'eau
bread,Consumable,64,pain
butter,Consumable,64,beurre
canned beans,Consumable,64,haricots en conserve
canned fish,Consumable,64,poisson en conserve
Cheese,Consumable,64,fromage
chips,Consumable,64,chips
cooked egg,Consumable,64,Œuf cuit
cooked meat,Consumable,64,viande cuite
cooked pasta,Consumable,64,pâtes cuites
crackers,Consumable,64,crackers
cup of coffee,Consumable,64,tasse de café
cup of tea,Consumable,64,tasse de thé
egg,Consumable,64,Œuf 
energy drink,Consumable,64,boisson énergisante
fruit juice,Consumable,64,jus de fruit
generic chocolate,Consumable,64,chocolat générique
generic cola,Consumable,64,cola générique
hamburger,Consumable,64,hamburger
meatballs,Consumable,64,boulettes de viande
milk,Consumable,64,lait
molbaro cigarette,Consumable,64,cigarette molbaro
mre,Consumable,64,mre
pasta,Consumable,64,pâtes
premium chocolate,Consumable,64,chocolat premium
raw meat,Consumable,64,viande crue
red wine,Consumable,64,vin rouge
rotten bread,Consumable,64,pain pourri
Rotten Cheese,Consumable,64,fromage pourri
rotten egg,Consumable,64,œuf pourri
rotten milk,Consumable,64,lait pourri
rotten salami,Consumable,64,salami pourri
salami,Consumable,64,salami
sandwich with butter,Consumable,64,sandwich au beurre
sandwich with meat,Consumable,64,sandwich à la viande
sandwich with salami,Consumable,64,sandwich au salami
sandwich with wurstel,Consumable,64,sandwich à la saucisse
Stew with meat and beans,Consumable,64,ragoût de viande et de haricots
tushonka,Consumable,64,tushonka
vodka,Consumable,64,vodka
whisky,Consumable,64,whisky
Wilfon Cigarette,Consumable,64,cigarette Wilfon
wolf meat,Consumable,64,viande de loup
wurstel,Consumable,64,saucisse
zombie meat,Consumable,64,viande de zombie
SGN Grenade,Grenades,64,grenade SGN
Flashbang grenade,Grenades,64,grenade Flashbang
T-1 Grenade,Grenades,64,grenade T-1
RDG-5 Grenade,Grenades,64,grenade RDG-5
PMN land mine,Grenades,64,mine terrestre PMN
Standard headlamp,Headset,64,lampe frontale standard
All direction headlamp,Headset,64,lampe frontale toutes directions
pumpkin headlamp,Headset,64,lampe frontale citrouille
Night vision goggles 1,Headset,64,lunettes de vision nocturne 1
Night vision goggles 2,Headset,64,vision nocturne Lunettes de protection 2
Night vision goggles 3,Headset,64,Lunettes de vision nocturne 3
Bloodsucker Injector,Injector,64,Injecteur de suceur de sang
Endurance Booster Injector,Injector,64,Injecteur de booster d'endurance
Body Fortifying Injector,Injector,64,Injecteur de fortification corporelle
Burden Injector,Injector,64,Injecteur de fardeau
Chow-Down Injector,Injector,64,Injecteur de nourriture
Rad Shield Injector,Injector,64,Injecteur de bouclier antiradiations
Healing Stimulant Injector,Injector,64,Injecteur de stimulant de guérison
Key to 2nd storage room of oil factory,Keys,96,Clé de la 2e salle de stockage de l'usine pétrolière
Police station key,Keys,96,Clé du poste de police
Laboratory main room key,Keys,96,Clé de la salle principale du laboratoire
Laboratory supply key,Keys,96,Clé des fournitures de laboratoire
Key to the gun store in the mall,Keys,96,Clé du magasin d'armes dans le centre commercial
Key to the Svaruski shop in the mall,Keys,96,Clé de la boutique Svaruski dans le centre commercial
Key to the turbine room in the mall basement,Keys,96,Clé de la salle des turbines dans le sous-sol du centre commercial
Key to 1st storage room of oil factory,Keys,96,Clé de la 1ére salle de stockage de l'usine pétrolière
Key of a locked door in the sewer,Keys,96,Clé d'une porte verrouillée dans l'égout
Mr Junk's key,Keys,96,Clé de M. Junk
Laboratory entrance key,Keys,96,Clé d'entrée du laboratoire
Key to the extraction point in the mall basement,Keys,96,Clé du point d'extraction dans le sous-sol du centre commercial
Key to the office room in the mall basement,Keys,96,Clé de la salle de bureau dans le sous-sol du centre commercial
Key to the Tech store in the mall,Keys,96,Clé du magasin de technologie dans le centre commercial
